,reward,v_violations,i_violations,losses,demand,T,tau,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6
5762,355.8524183002554,0.03905535855468201,0.03184121549317751,0.2102046287832529,23338.407538417356,16,6,100,1,1,1,1000,1000
5763,357.45598600196183,0.02335172488058157,0.004871602137228308,0.2039699078427987,23036.96845021976,16,6,100,1,1,1,1000,1000
5764,356.92188450345526,0.028133367446948276,0.05050396684261997,0.21427478500732886,22826.339463905962,16,6,100,1,1,1,1000,1000
5765,-496.92846384205694,0.05793661079958601,0.14351374877918674,0.23610611158582728,22970.122125221966,16,6,100,1,1,1,1000,1000
5766,352.16521000549443,0.07409407336604323,0.18031137197882813,0.24507128592240235,23131.562306348715,16,6,100,1,1,1,1000,1000
5767,354.2723163257536,0.054650092542016915,0.04855896636455071,0.21411545368014465,23660.026649255793,16,6,100,1,1,1,1000,1000
5768,358.9663105019591,0.008895164013221546,0.0,0.14417309671875667,24959.746232467594,16,6,100,1,1,1,1000,1000
5769,359.93073578130446,0.0,0.0,0.06926421869554757,26139.646931249394,16,6,100,1,1,1,1000,1000
5770,359.96631610852114,0.0,0.0,0.03368389147883654,26714.77757651343,16,6,100,1,1,1,1000,1000
5771,-1919.0392970830744,0.0,0.0,0.0368499498882821,27129.72929206576,16,6,100,1,1,1,1000,1000
5772,359.9598310500945,0.0,0.0,0.0401689499054523,27544.050381910572,16,6,100,1,1,1,1000,1000
5773,359.96114902727834,0.0,0.0,0.03885097272166369,27440.62776587625,16,6,100,1,1,1,1000,1000
5774,359.96562361471615,0.0,0.0,0.03437638528386951,26957.568473911066,16,6,100,1,1,1,1000,1000
5775,359.9662551904855,0.0,0.0,0.03374480951445573,26697.75068241021,16,6,100,1,1,1,1000,1000
5776,359.94879323328337,0.0,0.0,0.05120676671663368,26487.752321803942,16,6,100,1,1,1,1000,1000
5777,-3190.967664355063,0.0,0.0,0.0864034709355621,26379.284700109405,16,6,100,1,1,1,1000,1000
