time,precipitation,temperature,irradiance_surface,irradiance_toa,snowfall,snow_mass,cloud_cover,air_density
2015-01-01 00:00:00,1e-04,0.451,0,0,0,0.2781,0.0868,1.1948
2015-01-01 01:00:00,2e-04,0.234,0,0,0,0.2781,0.1135,1.1957
2015-01-01 02:00:00,2e-04,0.129,0,0,0,0.2781,0.127,1.1965
2015-01-01 03:00:00,2e-04,0.08,0,0,0,0.278,0.1154,1.1971
2015-01-01 04:00:00,1e-04,0.042,0,0,0,0.278,0.0984,1.1978
2015-01-01 05:00:00,1e-04,0.013,0,0,0,0.278,0.0701,1.1984
2015-01-01 06:00:00,1e-04,-0.034,0,0,0,0.278,0.0508,1.1992
2015-01-01 07:00:00,1e-04,0.006,8.2013,18.8442,0,0.278,0.0368,1.2001
2015-01-01 08:00:00,0,1.993,116.7115,191.5854,0,0.278,0.0346,1.2003
2015-01-01 09:00:00,0,4.865,268.6201,384.5434,0,0.2768,0.0257,1.1982
2015-01-01 10:00:00,0,7.11,391.8248,527.1001,0,0.2723,0.0182,1.1926
2015-01-01 11:00:00,0,9.009,464.2777,609.4659,0,0.2638,0.0248,1.1852
2015-01-01 12:00:00,0,10.395,478.156,626.0377,0,0.2523,0.0293,1.1785
2015-01-01 13:00:00,0,10.965,433.1534,575.6954,0,0.2409,0.0337,1.1748
2015-01-01 14:00:00,0,10.709,334.0112,461.8748,0,0.2343,0.0398,1.1738
2015-01-01 15:00:00,0,9.067,192.5432,292.3052,0,0.2324,0.0521,1.1746
2015-01-01 16:00:00,0,6.444,46.3673,87.3737,0,0.2322,0.0803,1.1766
2015-01-01 17:00:00,0,4.913,0.9064,2.6582,0,0.2322,0.1064,1.1795
2015-01-01 18:00:00,0,4.28,0.0137,0.07,0,0.2322,0.1441,1.1823
2015-01-01 19:00:00,1e-04,3.764,0,0,0,0.2322,0.1807,1.1845
2015-01-01 20:00:00,2e-04,3.333,0,0,0,0.2322,0.2124,1.1862
2015-01-01 21:00:00,4e-04,2.994,0,0,0,0.2322,0.2179,1.1877
2015-01-01 22:00:00,7e-04,2.696,0,0,0,0.2322,0.2062,1.189
2015-01-01 23:00:00,0.0011,2.468,0,0,0,0.2322,0.2284,1.1899
2015-01-02 00:00:00,0.0013,2.267,0,0,0,0.2322,0.2623,1.1906
2015-01-02 01:00:00,0.0012,2.145,0,0,0,0.2322,0.262,1.1912
2015-01-02 02:00:00,0.0016,2.055,0,0,0,0.2322,0.2576,1.192
2015-01-02 03:00:00,6e-04,1.835,0,0,0,0.2323,0.2084,1.1928
2015-01-02 04:00:00,0.001,1.603,0,0,0,0.2323,0.1555,1.1938
2015-01-02 05:00:00,7e-04,1.46,0,0,0,0.2323,0.1575,1.1947
2015-01-02 06:00:00,4e-04,1.384,0,0,0,0.2323,0.1996,1.1957
2015-01-02 07:00:00,1e-04,1.428,8.5256,19.3401,0,0.2323,0.2633,1.1966
2015-01-02 08:00:00,8e-04,3.252,110.9891,193.0919,0,0.2322,0.331,1.1969
2015-01-02 09:00:00,0.0048,6.015,247.9483,386.1798,0,0.2311,0.4081,1.1952
2015-01-02 10:00:00,0.0063,8.16,356.4524,528.8226,0,0.2268,0.4773,1.1905
2015-01-02 11:00:00,0.0025,9.974,418.7002,611.2483,0,0.2138,0.553,1.1837
2015-01-02 12:00:00,7e-04,11.232,424.6923,627.8524,0,0.1958,0.6236,1.1777
2015-01-02 13:00:00,3e-04,11.751,376.3247,577.4908,0,0.1839,0.689,1.1741
2015-01-02 14:00:00,0,11.439,281.5842,463.5878,0,0.1774,0.7391,1.173
2015-01-02 15:00:00,0,9.975,155.4486,293.9237,0,0.1759,0.7658,1.1735
2015-01-02 16:00:00,0,7.875,36.852,88.578,0,0.1758,0.7759,1.175
2015-01-02 17:00:00,0,6.688,0.9904,2.6976,0,0.1758,0.7764,1.1772
2015-01-02 18:00:00,0,6.19,0.017,0.0723,0,0.1757,0.7542,1.1791
2015-01-02 19:00:00,0,5.762,0,0,0,0.1757,0.7075,1.1805
2015-01-02 20:00:00,0,5.378,0,0,0,0.1757,0.6407,1.1815
2015-01-02 21:00:00,0,4.979,0,0,0,0.1756,0.5302,1.1825
2015-01-02 22:00:00,0,4.531,0,0,0,0.1756,0.3963,1.1835
2015-01-02 23:00:00,0,4.145,0,0,0,0.1756,0.3011,1.1844
2015-01-03 00:00:00,0,3.835,0,0,0,0.1756,0.2122,1.1851
2015-01-03 01:00:00,1e-04,3.606,0,0,0,0.1756,0.1442,1.1858
2015-01-03 02:00:00,1e-04,3.453,0,0,0,0.1756,0.123,1.1867
2015-01-03 03:00:00,1e-04,3.334,0,0,0,0.1756,0.1562,1.1873
2015-01-03 04:00:00,0,3.218,0,0,0,0.1756,0.2119,1.1878
2015-01-03 05:00:00,0,3.132,0,0,0,0.1756,0.2893,1.1882
2015-01-03 06:00:00,0,3.054,0,0,0,0.1756,0.3796,1.1888
2015-01-03 07:00:00,0,3.087,8.5957,19.8907,0,0.1756,0.4329,1.1894
2015-01-03 08:00:00,0,4.77,114.1082,194.7363,0,0.1755,0.4082,1.1894
2015-01-03 09:00:00,1e-04,7.671,261.1128,387.9651,0,0.1722,0.3332,1.1878
2015-01-03 10:00:00,1e-04,9.815,382.2885,530.7106,0,0.1603,0.2722,1.1834
2015-01-03 11:00:00,1e-04,11.767,453.8222,613.1979,0,0.1452,0.2648,1.1757
2015-01-03 12:00:00,1e-04,13.311,469.2874,629.8129,0,0.1304,0.2905,1.1684
2015-01-03 13:00:00,0,13.97,425.971,579.4143,0,0.1182,0.3201,1.164
2015-01-03 14:00:00,0,13.674,328.7694,465.4504,0,0.11,0.3312,1.1627
2015-01-03 15:00:00,0,11.926,190.2169,295.683,0,0.1069,0.3187,1.1637
2015-01-03 16:00:00,0,9.142,47.174,89.8984,0,0.1066,0.2651,1.1662
2015-01-03 17:00:00,1e-04,7.522,1.2883,2.742,0,0.1066,0.1785,1.1696
2015-01-03 18:00:00,1e-04,6.765,0.021,0.0748,0,0.1066,0.1022,1.1726
2015-01-03 19:00:00,2e-04,6.17,0,0,0,0.1066,0.0623,1.1752
2015-01-03 20:00:00,3e-04,5.671,0,0,0,0.1066,0.0552,1.1772
2015-01-03 21:00:00,3e-04,5.307,0,0,0,0.1066,0.0654,1.1788
2015-01-03 22:00:00,3e-04,5.017,0,0,0,0.1065,0.0692,1.18
2015-01-03 23:00:00,3e-04,4.71,0,0,0,0.1058,0.0771,1.181
2015-01-04 00:00:00,4e-04,4.401,0,0,0,0.1044,0.0843,1.1819
2015-01-04 01:00:00,6e-04,4.113,0,0,0,0.1025,0.0891,1.1827
2015-01-04 02:00:00,0.0012,3.897,0,0,0,0.1009,0.0893,1.1837
2015-01-04 03:00:00,0.0021,3.649,0,0,0,0.0998,0.0908,1.1845
2015-01-04 04:00:00,0.0028,3.412,0,0,0,0.0992,0.0995,1.1853
2015-01-04 05:00:00,0.0032,3.25,0,0,1e-04,0.0984,0.1148,1.1859
2015-01-04 06:00:00,0.0032,3.148,0,0,2e-04,0.0973,0.1438,1.1865
2015-01-04 07:00:00,0.003,3.179,8.4194,20.4995,2e-04,0.0961,0.17,1.1869
2015-01-04 08:00:00,0.0026,4.973,107.0699,196.5183,1e-04,0.0945,0.161,1.1867
2015-01-04 09:00:00,0.002,7.876,241.9471,389.8946,0,0.0915,0.1471,1.1841
2015-01-04 10:00:00,0.0014,10.027,352.0708,532.7433,0,0.0871,0.1368,1.1783
2015-01-04 11:00:00,0.0011,12.079,424.3364,615.2936,1e-04,0.081,0.0999,1.1699
2015-01-04 12:00:00,9e-04,13.648,451.7146,631.9417,0,0.074,0.0664,1.1624
2015-01-04 13:00:00,8e-04,14.37,416.1128,581.5118,0,0.0678,0.0537,1.1579
2015-01-04 14:00:00,8e-04,14.265,324.4875,467.4699,0,0.064,0.0475,1.1563
2015-01-04 15:00:00,7e-04,12.805,189.4528,297.5833,0,0.0629,0.054,1.1572
2015-01-04 16:00:00,8e-04,9.798,47.6797,91.3369,2e-04,0.063,0.059,1.1602
2015-01-04 17:00:00,7e-04,7.938,1.3192,2.7928,2e-04,0.0632,0.0585,1.1643
2015-01-04 18:00:00,2e-04,7.068,0.0218,0.0776,0,0.0633,0.062,1.1682
2015-01-04 19:00:00,2e-04,6.328,0,0,0,0.0634,0.079,1.1713
2015-01-04 20:00:00,2e-04,5.753,0,0,0,0.0634,0.1003,1.1737
2015-01-04 21:00:00,1e-04,5.358,0,0,0,0.0634,0.1303,1.1754
2015-01-04 22:00:00,1e-04,5.125,0,0,0,0.0634,0.159,1.1767
2015-01-04 23:00:00,1e-04,4.951,0,0,0,0.0634,0.1788,1.1777
2015-01-05 00:00:00,1e-04,4.674,0,0,0,0.0634,0.1949,1.1785
2015-01-05 01:00:00,1e-04,4.433,0,0,0,0.0634,0.2071,1.1794
2015-01-05 02:00:00,1e-04,4.184,0,0,0,0.0634,0.2017,1.1802
2015-01-05 03:00:00,1e-04,3.915,0,0,0,0.0634,0.1997,1.1809
2015-01-05 04:00:00,1e-04,3.685,0,0,0,0.0634,0.1939,1.1815
2015-01-05 05:00:00,2e-04,3.476,0,0,0,0.0634,0.1896,1.1821
2015-01-05 06:00:00,1e-04,3.313,0,0,0,0.0634,0.1876,1.1827
2015-01-05 07:00:00,1e-04,3.205,8.8343,21.1673,0,0.0634,0.1832,1.1833
2015-01-05 08:00:00,1e-04,4.709,110.1671,198.442,0,0.0634,0.1683,1.1834
2015-01-05 09:00:00,1e-04,7.337,252.3147,391.9702,0,0.0626,0.1197,1.1816
2015-01-05 10:00:00,1e-04,9.353,375.7917,534.936,0,0.0587,0.0697,1.176
2015-01-05 11:00:00,1e-04,11.311,453.1088,617.5587,0,0.0534,0.0472,1.1681
2015-01-05 12:00:00,1e-04,12.736,471.5083,634.2101,0,0.0479,0.0443,1.1614
2015-01-05 13:00:00,1e-04,13.327,427.8501,583.756,0,0.0433,0.0498,1.1575
2015-01-05 14:00:00,1e-04,13.126,330.142,469.6359,0,0.0403,0.0579,1.1564
2015-01-05 15:00:00,1e-04,11.705,191.9962,299.6321,0,0.0393,0.0751,1.1576
2015-01-05 16:00:00,1e-04,8.582,48.2628,92.8939,0,0.0392,0.0955,1.1605
2015-01-05 17:00:00,1e-04,6.661,1.4329,2.8502,0,0.0392,0.1036,1.1644
2015-01-05 18:00:00,2e-04,5.742,0.0241,0.0808,0,0.0392,0.1129,1.168
2015-01-05 19:00:00,2e-04,5.026,0,0,0,0.0393,0.1302,1.171
2015-01-05 20:00:00,3e-04,4.442,0,0,0,0.0393,0.1562,1.1736
2015-01-05 21:00:00,3e-04,3.96,0,0,0,0.0393,0.2078,1.1759
2015-01-05 22:00:00,3e-04,3.548,0,0,0,0.0393,0.2852,1.178
2015-01-05 23:00:00,3e-04,3.19,0,0,0,0.0393,0.3972,1.1796
2015-01-06 00:00:00,3e-04,2.898,0,0,0,0.0393,0.5113,1.181
2015-01-06 01:00:00,6e-04,2.656,0,0,0,0.0393,0.591,1.1826
2015-01-06 02:00:00,8e-04,2.427,0,0,0,0.0393,0.6461,1.1842
2015-01-06 03:00:00,0.001,2.202,0,0,0,0.0393,0.6742,1.1853
2015-01-06 04:00:00,8e-04,2,0,0,0,0.0393,0.6858,1.1862
2015-01-06 05:00:00,7e-04,1.843,0,0,0,0.0394,0.6883,1.1872
2015-01-06 06:00:00,7e-04,1.734,0,0,0,0.0394,0.674,1.1883
2015-01-06 07:00:00,7e-04,1.727,7.9142,21.8974,0,0.0394,0.6535,1.1894
2015-01-06 08:00:00,8e-04,3.26,99.4946,200.5043,0,0.0394,0.606,1.1897
2015-01-06 09:00:00,0.001,5.447,233.1229,394.1951,0,0.0388,0.5131,1.1876
2015-01-06 10:00:00,0.001,7.462,344.7886,537.2829,0,0.0364,0.4298,1.1811
2015-01-06 11:00:00,0.001,9.426,416.8532,619.9737,0,0.0331,0.3916,1.1733
2015-01-06 12:00:00,9e-04,10.558,433.2721,636.6349,0,0.0298,0.3855,1.1681
2015-01-06 13:00:00,0.001,11.029,391.2547,586.1587,0,0.027,0.3899,1.1651
2015-01-06 14:00:00,9e-04,10.871,299.4269,471.95,0,0.0253,0.3866,1.1643
2015-01-06 15:00:00,0.0011,9.723,170.5402,301.8127,0,0.0248,0.3872,1.1654
2015-01-06 16:00:00,0.0017,7.086,42.3623,94.5718,2e-04,0.0249,0.3983,1.1682
2015-01-06 17:00:00,0.002,5.506,1.4222,2.9148,7e-04,0.0254,0.4072,1.172
2015-01-06 18:00:00,2e-04,4.821,0.0247,0.0842,1e-04,0.0257,0.3933,1.1755
2015-01-06 19:00:00,2e-04,4.234,0,0,1e-04,0.0257,0.3787,1.1785
2015-01-06 20:00:00,2e-04,3.7,0,0,0,0.0258,0.3778,1.1812
2015-01-06 21:00:00,2e-04,3.3,0,0,0,0.0258,0.3927,1.1834
2015-01-06 22:00:00,3e-04,2.984,0,0,0,0.0258,0.4013,1.1853
2015-01-06 23:00:00,4e-04,2.699,0,0,0,0.0259,0.3974,1.1869
2015-01-07 00:00:00,5e-04,2.416,0,0,0,0.0259,0.3988,1.1883
2015-01-07 01:00:00,7e-04,2.138,0,0,0,0.0259,0.3965,1.1895
2015-01-07 02:00:00,9e-04,1.882,0,0,0,0.0259,0.3958,1.1906
2015-01-07 03:00:00,0.0012,1.664,0,0,2e-04,0.026,0.4071,1.1916
2015-01-07 04:00:00,0.0013,1.507,0,0,3e-04,0.026,0.415,1.1927
2015-01-07 05:00:00,0.0014,1.435,0,0,3e-04,0.026,0.4238,1.194
2015-01-07 06:00:00,0.0016,1.353,0,0,7e-04,0.026,0.425,1.1953
2015-01-07 07:00:00,0.0014,1.321,6.3105,22.6911,6e-04,0.026,0.4226,1.1967
2015-01-07 08:00:00,0.0012,2.747,87.2538,202.6997,5e-04,0.026,0.39,1.1973
2015-01-07 09:00:00,7e-04,4.788,214.3023,396.5584,1e-04,0.0259,0.3161,1.195
2015-01-07 10:00:00,4e-04,6.855,333.1238,539.7737,0,0.025,0.261,1.1884
2015-01-07 11:00:00,3e-04,8.895,416.1259,622.5286,0,0.0231,0.2225,1.1802
2015-01-07 12:00:00,4e-04,10.248,445.6464,639.23,0,0.0209,0.192,1.174
2015-01-07 13:00:00,5e-04,10.95,409.6705,588.7059,0,0.019,0.1866,1.1699
2015-01-07 14:00:00,6e-04,10.971,318.7558,474.4113,0,0.0178,0.1899,1.1682
2015-01-07 15:00:00,5e-04,10.053,186.7204,304.1398,0,0.0174,0.1802,1.1687
2015-01-07 16:00:00,8e-04,7.631,48.2493,96.3716,0,0.0174,0.1762,1.1711
2015-01-07 17:00:00,0.001,6.005,1.3799,2.988,0,0.0174,0.1809,1.1746
2015-01-07 18:00:00,0.001,5.136,0.026,0.0879,0,0.0174,0.1836,1.1779
2015-01-07 19:00:00,9e-04,4.408,0,0,0,0.0174,0.2058,1.1808
2015-01-07 20:00:00,7e-04,3.826,0,0,0,0.0174,0.2184,1.1832
2015-01-07 21:00:00,6e-04,3.383,0,0,0,0.0175,0.2019,1.1855
2015-01-07 22:00:00,5e-04,2.969,0,0,0,0.0175,0.1833,1.1876
2015-01-07 23:00:00,5e-04,2.622,0,0,0,0.0175,0.1783,1.1894
2015-01-08 00:00:00,5e-04,2.311,0,0,0,0.0175,0.1885,1.191
2015-01-08 01:00:00,7e-04,2.064,0,0,0,0.0175,0.2066,1.1925
2015-01-08 02:00:00,7e-04,1.83,0,0,0,0.0175,0.2194,1.194
2015-01-08 03:00:00,7e-04,1.603,0,0,0,0.0175,0.2324,1.1952
2015-01-08 04:00:00,4e-04,1.391,0,0,0,0.0175,0.2435,1.1963
2015-01-08 05:00:00,5e-04,1.26,0,0,0,0.0175,0.2539,1.1974
2015-01-08 06:00:00,5e-04,1.19,0,0,0,0.0175,0.275,1.1987
2015-01-08 07:00:00,4e-04,1.236,9.3794,23.5524,0,0.0175,0.2982,1.2001
2015-01-08 08:00:00,7e-04,3.089,111.1125,205.0291,0,0.0175,0.3056,1.2009
2015-01-08 09:00:00,6e-04,5.55,249.1857,399.0668,0,0.0174,0.2764,1.1988
2015-01-08 10:00:00,2e-04,7.718,371.2508,542.4054,0,0.0165,0.2483,1.1921
2015-01-08 11:00:00,1e-04,9.869,444.9456,625.2438,0,0.0151,0.2427,1.1836
2015-01-08 12:00:00,3e-04,11.283,464.8035,641.9681,0,0.0137,0.2753,1.1774
2015-01-08 13:00:00,4e-04,11.912,416.0875,591.4044,0,0.0125,0.3361,1.1738
2015-01-08 14:00:00,3e-04,11.866,314.9397,477.0129,0,0.012,0.3815,1.1725
2015-01-08 15:00:00,2e-04,10.697,180.6146,306.6007,0,0.0119,0.4048,1.1731
2015-01-08 16:00:00,1e-04,8.082,48.133,98.2934,0,0.0119,0.4131,1.1755
2015-01-08 17:00:00,1e-04,6.324,1.5389,3.0705,0,0.0119,0.4126,1.1789
2015-01-08 18:00:00,0.0011,5.434,0.0279,0.092,0,0.0119,0.3912,1.1824
2015-01-08 19:00:00,0.002,4.628,0,0,0,0.0119,0.2759,1.1856
2015-01-08 20:00:00,0.0029,3.973,0,0,0,0.0119,0.1858,1.1884
2015-01-08 21:00:00,0.0023,3.548,0,0,1e-04,0.0119,0.1815,1.1907
2015-01-08 22:00:00,0.0016,3.195,0,0,1e-04,0.012,0.1938,1.1925
2015-01-08 23:00:00,0.0017,2.892,0,0,4e-04,0.0122,0.1799,1.194
2015-01-09 00:00:00,0.0014,2.59,0,0,4e-04,0.0125,0.1651,1.1953
2015-01-09 01:00:00,7e-04,2.313,0,0,1e-04,0.0127,0.153,1.1964
2015-01-09 02:00:00,4e-04,2.124,0,0,0,0.0127,0.1485,1.1971
2015-01-09 03:00:00,1e-04,2.029,0,0,0,0.0127,0.1432,1.1976
2015-01-09 04:00:00,3e-04,2.029,0,0,0,0.0127,0.1558,1.1979
2015-01-09 05:00:00,4e-04,2.093,0,0,0,0.0127,0.1835,1.1983
2015-01-09 06:00:00,7e-04,2.111,0,0,1e-04,0.0128,0.197,1.1987
2015-01-09 07:00:00,0.001,2.164,10.8648,24.4824,3e-04,0.0128,0.1866,1.1992
2015-01-09 08:00:00,9e-04,4.36,126.2602,207.4931,0,0.0127,0.1218,1.1992
2015-01-09 09:00:00,0.0011,7.322,280.9265,401.7159,0,0.0124,0.0564,1.1965
2015-01-09 10:00:00,0.0014,9.688,402.9874,545.1788,0,0.0115,0.0485,1.1895
2015-01-09 11:00:00,0.0012,11.911,474.9907,628.1184,0,0.0103,0.0834,1.1804
2015-01-09 12:00:00,8e-04,13.438,488.4909,644.8472,0,0.0091,0.0414,1.1733
2015-01-09 13:00:00,5e-04,14.12,443.4867,594.2394,0,0.0081,0.0172,1.1692
2015-01-09 14:00:00,4e-04,14.049,344.2659,479.7664,0,0.0074,0.024,1.1676
2015-01-09 15:00:00,3e-04,12.755,203.5604,309.2024,0,0.0071,0.015,1.1681
2015-01-09 16:00:00,2e-04,10.102,54.055,100.3393,0,0.0071,0.0122,1.1702
2015-01-09 17:00:00,1e-04,8.398,1.3397,3.1635,0,0.0071,0.0109,1.1732
2015-01-09 18:00:00,1e-04,7.485,0.0268,0.0964,0,0.007,0.0116,1.1758
2015-01-09 19:00:00,0,6.717,0,0,0,0.007,0.0132,1.1779
2015-01-09 20:00:00,0,6.119,0,0,0,0.007,0.0154,1.1794
2015-01-09 21:00:00,0,5.629,0,0,0,0.0069,0.017,1.1804
2015-01-09 22:00:00,0,5.233,0,0,0,0.0068,0.0176,1.1812
2015-01-09 23:00:00,0,4.952,0,0,0,0.0066,0.018,1.1816
2015-01-10 00:00:00,1e-04,4.748,0,0,0,0.0065,0.02,1.182
2015-01-10 01:00:00,1e-04,4.593,0,0,0,0.0064,0.0269,1.1826
2015-01-10 02:00:00,2e-04,4.417,0,0,0,0.0063,0.0386,1.1831
2015-01-10 03:00:00,2e-04,4.129,0,0,0,0.0062,0.0484,1.1839
2015-01-10 04:00:00,2e-04,3.841,0,0,0,0.0062,0.0575,1.185
2015-01-10 05:00:00,2e-04,3.602,0,0,0,0.0061,0.0629,1.186
2015-01-10 06:00:00,2e-04,3.353,0,0,0,0.006,0.0644,1.187
2015-01-10 07:00:00,1e-04,3.257,11.4451,25.4864,0,0.006,0.0668,1.1878
2015-01-10 08:00:00,1e-04,5.181,126.1339,210.0885,0,0.0059,0.0559,1.1879
2015-01-10 09:00:00,1e-04,8.283,278.3331,404.5075,0,0.0056,0.0334,1.1853
2015-01-10 10:00:00,0,10.58,403.4585,548.1144,0,0.0051,0.0101,1.1787
2015-01-10 11:00:00,0,12.785,478.2112,631.1164,0,0.0045,0.0012,1.1691
2015-01-10 12:00:00,0,14.43,493.4531,647.8854,0,0.0038,0.001,1.1609
2015-01-10 13:00:00,0,15.128,448.7338,597.2335,0,0.0034,0.0022,1.1561
2015-01-10 14:00:00,0,14.934,349.3197,482.6554,0,0.003,0.0046,1.1543
2015-01-10 15:00:00,0,13.299,206.7991,311.9314,0,0.0029,0.0108,1.1553
2015-01-10 16:00:00,0,9.965,55.0489,102.5109,0,0.0028,0.0181,1.1584
2015-01-10 17:00:00,0,7.843,1.2015,3.2684,0,0.0028,0.0249,1.1627
2015-01-10 18:00:00,4e-04,6.861,0.0257,0.1012,0,0.0028,0.0373,1.1668
2015-01-10 19:00:00,7e-04,6.107,0,0,0,0.0028,0.0517,1.1703
2015-01-10 20:00:00,0.0013,5.54,0,0,1e-04,0.0028,0.0718,1.1733
2015-01-10 21:00:00,0.0018,5.09,0,0,0,0.0029,0.0934,1.1756
2015-01-10 22:00:00,0.0029,4.668,0,0,0,0.0029,0.1188,1.1772
2015-01-10 23:00:00,0.006,4.277,0,0,0,0.0029,0.1479,1.1785
2015-01-11 00:00:00,0.0169,3.964,0,0,0,0.0029,0.1717,1.1797
2015-01-11 01:00:00,0.0256,3.739,0,0,0,0.0029,0.1947,1.181
2015-01-11 02:00:00,0.0332,3.586,0,0,0,0.0029,0.2251,1.1823
2015-01-11 03:00:00,0.0433,3.449,0,0,2e-04,0.0029,0.2797,1.1835
2015-01-11 04:00:00,0.0523,3.35,0,0,3e-04,0.003,0.3323,1.1849
2015-01-11 05:00:00,0.0617,3.317,0,0,9e-04,0.0033,0.3736,1.1863
2015-01-11 06:00:00,0.0548,3.25,0,0,0.0013,0.004,0.4134,1.1876
2015-01-11 07:00:00,0.0454,3.34,9.7567,26.5656,0.0014,0.0046,0.4478,1.1886
2015-01-11 08:00:00,0.0373,4.934,91.9416,212.817,0.0034,0.0062,0.4393,1.1889
2015-01-11 09:00:00,0.0277,6.967,205.2253,407.4245,0.0111,0.0128,0.3866,1.1864
2015-01-11 10:00:00,0.0153,8.894,312.3682,551.1831,0.0065,0.0199,0.3328,1.1801
2015-01-11 11:00:00,0.0072,10.731,389.5548,634.2661,0.002,0.0226,0.295,1.1727
2015-01-11 12:00:00,0.0033,12.007,423.1499,651.0503,3e-04,0.0228,0.2772,1.1671
2015-01-11 13:00:00,0.0024,12.653,396.56,600.3627,0,0.0223,0.2736,1.1636
2015-01-11 14:00:00,0.0021,12.615,311.7603,485.6762,0,0.0219,0.294,1.1622
2015-01-11 15:00:00,0.0016,11.541,180.4664,314.796,0,0.0218,0.3003,1.163
2015-01-11 16:00:00,0.0015,8.629,45.8761,104.8053,2e-04,0.0218,0.3066,1.1659
2015-01-11 17:00:00,9e-04,6.544,0.9501,3.3867,1e-04,0.022,0.2803,1.1699
2015-01-11 18:00:00,0,5.697,0.021,0.1064,0,0.022,0.2509,1.1738
2015-01-11 19:00:00,0,4.971,0,0,0,0.022,0.2257,1.1771
2015-01-11 20:00:00,1e-04,4.307,0,0,0,0.022,0.1972,1.18
2015-01-11 21:00:00,2e-04,3.741,0,0,0,0.022,0.1839,1.1824
2015-01-11 22:00:00,4e-04,3.384,0,0,0,0.022,0.1672,1.1844
2015-01-11 23:00:00,0.001,3.203,0,0,0,0.022,0.1551,1.1857
2015-01-12 00:00:00,0.002,3.073,0,0,0,0.022,0.1553,1.1867
2015-01-12 01:00:00,0.0018,2.94,0,0,0,0.022,0.1768,1.1876
2015-01-12 02:00:00,0.0021,2.834,0,0,0,0.022,0.2363,1.1884
2015-01-12 03:00:00,0.0013,2.69,0,0,0,0.022,0.2691,1.1889
2015-01-12 04:00:00,0.0013,2.599,0,0,0,0.022,0.3081,1.1894
2015-01-12 05:00:00,9e-04,2.553,0,0,0,0.022,0.3298,1.1899
2015-01-12 06:00:00,8e-04,2.52,0,0,0,0.022,0.3575,1.1903
2015-01-12 07:00:00,7e-04,2.628,10.2232,27.7229,0,0.022,0.3809,1.1907
2015-01-12 08:00:00,6e-04,4.592,106.7228,215.6737,0,0.022,0.3478,1.1902
2015-01-12 09:00:00,5e-04,7.047,246.8641,410.4873,0,0.0215,0.2684,1.1868
2015-01-12 10:00:00,4e-04,9.28,371.5721,554.3822,0,0.0201,0.2053,1.1795
2015-01-12 11:00:00,2e-04,11.39,446.3021,637.5689,0,0.0181,0.1763,1.1705
2015-01-12 12:00:00,1e-04,12.667,462.1257,654.363,0,0.0161,0.1715,1.1641
2015-01-12 13:00:00,1e-04,13.184,415.8036,603.6281,0,0.0144,0.1795,1.1602
2015-01-12 14:00:00,2e-04,13.007,318.8155,488.8447,0,0.0134,0.2044,1.1587
2015-01-12 15:00:00,4e-04,11.812,184.7185,317.7921,0,0.013,0.2229,1.1591
2015-01-12 16:00:00,5e-04,8.881,47.6319,107.2269,0,0.013,0.2545,1.1613
2015-01-12 17:00:00,6e-04,7.022,0.9339,3.52,0,0.013,0.2867,1.1647
2015-01-12 18:00:00,0.003,6.388,0.0214,0.1119,0,0.013,0.3161,1.1678
2015-01-12 19:00:00,0.003,5.883,0,0,0,0.013,0.3563,1.1702
2015-01-12 20:00:00,0.0025,5.506,0,0,0,0.013,0.4017,1.1722
2015-01-12 21:00:00,0.0024,5.258,0,0,0,0.013,0.4457,1.1737
2015-01-12 22:00:00,0.0022,5.058,0,0,0,0.013,0.5014,1.1749
2015-01-12 23:00:00,0.0023,4.912,0,0,0,0.013,0.5303,1.1759
2015-01-13 00:00:00,0.0032,4.769,0,0,1e-04,0.013,0.5375,1.1766
2015-01-13 01:00:00,0.004,4.601,0,0,1e-04,0.013,0.542,1.1774
2015-01-13 02:00:00,0.0053,4.418,0,0,6e-04,0.013,0.5531,1.1781
2015-01-13 03:00:00,0.0067,4.22,0,0,6e-04,0.013,0.5317,1.1786
2015-01-13 04:00:00,0.0098,3.958,0,0,7e-04,0.013,0.4698,1.179
2015-01-13 05:00:00,0.0175,3.709,0,0,8e-04,0.013,0.419,1.1795
2015-01-13 06:00:00,0.0346,3.498,0,0,9e-04,0.0131,0.3874,1.1799
2015-01-13 07:00:00,0.0603,3.428,9.8131,28.9626,8e-04,0.013,0.3744,1.1804
2015-01-13 08:00:00,0.0867,5.283,101.7655,218.6559,7e-04,0.013,0.3706,1.1802
2015-01-13 09:00:00,0.102,7.47,224.2754,413.6789,6e-04,0.0127,0.3525,1.1772
2015-01-13 10:00:00,0.0918,9.526,328.767,557.7252,3e-04,0.0117,0.3527,1.1701
2015-01-13 11:00:00,0.0728,11.248,393.8552,640.998,0,0.0105,0.3617,1.1631
2015-01-13 12:00:00,0.0562,12.243,408.9938,657.8176,0,0.0094,0.3651,1.1583
2015-01-13 13:00:00,0.0485,12.664,372.2191,607.048,0,0.0084,0.3599,1.1555
2015-01-13 14:00:00,0.0397,12.527,288.7006,492.1308,0,0.0078,0.3474,1.1545
2015-01-13 15:00:00,0.0325,11.6,168.5269,320.9176,0,0.0076,0.3665,1.1551
2015-01-13 16:00:00,0.0229,9.087,44.0407,109.776,0,0.0076,0.3939,1.1575
2015-01-13 17:00:00,0.0144,7.366,1.0456,3.67,0,0.0076,0.4252,1.1611
